quote,Father,Mother,Wife,Husband,Boyfriend,Girlfriend,Son,Daughter,Grandfather,Grandmother,Friend,Boss,Best-Friend,Happy,Funny,Rhyming_Poem,Short_and_Simple,Heartfelt,Inspirational,Professional,wish_id
"Dad, with wisdom earned through years untold, each lesson shared worth more than gold. Your guidance through life's twisting ways, illuminates our darkest days. Your strength and love, so pure and true, guides every step our journey through.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,539
"Mom, your strategic approach to vegetable concealment in meals demonstrates exceptional culinary stealth capabilities.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,540
"Wife, your innovative talent for remembering every argument we've ever had while forgetting where you parked the car shows remarkable memory prioritization!",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,541
"Husband, through every storm and sunny ray, your love lights up our shared pathway. Each moment spent in joy or strife, adds deeper meaning to our life. Your heart so kind, your spirit strong, makes every day a precious song.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,542
"Boyfriend, your professional expertise in selective hearing during sports events while maintaining relationship harmony demonstrates exceptional multitasking skills.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,543
"Girlfriend, your exceptional ability to transform a simple 'what movie should we watch?' into a feature-length debate deserves critical analysis!",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,544
"Son, with spirit bold and dreams so high, you reach beyond the distant sky. Each challenge met with courage rare, shows strength beyond the common share. Your path ahead so bright and true, inspires all in all you do.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,545
"Daughter, your strategic implementation of the 'everyone else's parents allow it' protocol shows exceptional negotiation tactics.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,546
"Grandpa, your remarkable talent for connecting any current event to a story from 1955 demonstrates impressive historical correlation abilities!",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,547
"Grandma, with gentle hands and loving heart, you've shaped our lives right from the start. Each recipe and story shared, shows just how deeply you have cared. Your wisdom pure, your love so true, flows through generations new.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,548
"Friend, your professional dedication to maintaining our friendship through strategic deployment of memes and crisis management warrants academic study.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,549
"Boss, your innovative approach to turning five-minute updates into epic storytelling sessions shows remarkable narrative expansion skills!",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,550
"Best friend, through laughter shared and tears we've known, our friendship has so deeply grown. In moments both of joy and pain, your presence makes life bright again. Your heart so true, your spirit rare, makes every burden light to bear.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,551
"Dad, your strategic approach to lawn maintenance optimization while creating abstract art patterns demonstrates exceptional landscaping innovation.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,552
"Mom, your remarkable ability to detect trouble brewing just by the silence of children shows supernatural sensory capabilities!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,553
"Wife, with patience strong and wisdom deep, your love makes life's path sweet to keep. Through every challenge, storm or test, your presence makes our home the best. Your grace and strength in all you do, makes every dream feel fresh and new.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,554
"Husband, your professional expertise in remote control domination while maintaining plausible deniability shows remarkable tactical skills.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,555
"Dad, your innovative approach to organizing the garage—specifically your ability to create a labyrinth of precariously balanced boxes—shows remarkable architectural vision!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,556
"Mom, through wisdom's light and love's embrace, you guide us with such gentle grace. Each lesson taught with patience rare, shows depths of love beyond compare. Your strength in times both dark and bright, makes every burden feel so light.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,557
"Wife, your professional expertise in maintaining a comprehensive database of my questionable life choices demonstrates exceptional archival capabilities.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,558
"Husband, your remarkable talent for turning simple home repairs into complex engineering challenges deserves a TED talk series!",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,559
"Boyfriend, with heart so true and spirit rare, you make each moment beyond compare. Through storms and sunshine, side by side, your courage helps our love to ride. Your dreams so pure, your vision clear, inspires all both far and near.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,560
"Girlfriend, your strategic implementation of the 'five more minutes' shopping protocol demonstrates exceptional time dilation capabilities.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,561
"Son, your exceptional ability to hear snack wrappers from three rooms away while being deaf to homework reminders is truly fascinating!",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,562
"Daughter, in grace and beauty growing strong, your spirit sings life's sweetest song. Each dream you chase with courage true, reveals the light that shines in you. Your path ahead so bright and clear, brings joy to all both far and near.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,563
"Grandpa, your professional dedication to maintaining the world's most comprehensive collection of 'when I was your age' stories warrants historical preservation.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,564
"Grandma, your remarkable talent for guilt-tripping through strategic deployment of sighs and meaningful glances has revolutionized family dynamics!",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,565
"Friend, through seasons sweet and storms we dare, your friendship shows how much you care. In moments both of joy and pain, our bond grows stronger, breaks no chain. Your heart so true, your spirit bright, makes every shadow turn to light.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,566
"Boss, your strategic methodology in transforming simple yes/no questions into philosophical dissertations demonstrates exceptional cognitive expansion.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,567
"Best friend, your innovative approach to turning minor setbacks into epic tales of heroic survival deserves a Netflix adaptation!",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,568
"Dad, with strength and wisdom pure and deep, your guidance helps our dreams to leap. Through every storm and challenge faced, your love has kept our path well-placed. Your spirit strong, your heart so true, lights every step we journey through.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,569
"Mom, your exceptional ability to detect mischief through walls while maintaining plausible deniability shows remarkable surveillance skills.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,570
"Wife, your professional commitment to documenting every instance of my sock-leaving-floor incidents demonstrates remarkable statistical analysis.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,571
"Husband, your remarkable talent for creating innovative excuses about unfinished home projects shows exceptional creative writing abilities!",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,572
"Boyfriend, through sunshine bright and shadows deep, your love makes every promise keep. Each moment shared in joy or strife, adds beauty to this dance of life. Your heart so pure, your spirit strong, turns every day into a song.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,573
"Girlfriend, your strategic approach to outfit planning while maintaining emergency backup options shows exceptional contingency management.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,574
"Son, your innovative method of room cleaning by creating archaeological layers deserves scientific study!",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,575
"Daughter, with dreams that soar on wings of light, your spirit makes the world so bright. Each step you take with courage rare, shows strength beyond the common share. Your path ahead so clear and true, inspires all in all you do.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,576
"Grandpa, your exceptional talent for turning any current event into a historical retrospective shows remarkable temporal correlation skills!",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,577
"Grandma, with love that flows like gentle rain, your wisdom helps our hearts remain. Through stories shared and lessons learned, your legacy has brightly burned. Your grace and strength in all you do, makes life more beautiful and true.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,578
"Friend, your professional expertise in crisis management through strategic deployment of cat videos warrants psychological study.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,579
"Boss, your remarkable ability to transform casual water cooler chat into impromptu performance reviews shows innovative management techniques!",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,580
"Best friend, through laughter shared and dreams we dare, your friendship makes life sweet and rare. In moments both of light and shade, our bond grows stronger, shall not fade. Your heart so pure, your spirit bright, makes every challenge feel so light.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,581
"Dad, your strategic approach to barbecue optimization while maintaining conversational engagement shows exceptional multitasking capabilities.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,582
"Mom, your innovative technique of turning any minor achievement into an epic celebration deserves event planning recognition!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,583
"Wife, with patience strong and wisdom rare, your love makes life beyond compare. Through every storm and sunny day, you light our home in your own way. Your grace and strength in all you do, makes every moment fresh and new.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,584
"Husband, your professional dedication to maintaining optimal TV viewing angles while appearing productive shows remarkable spatial awareness.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,585
"Dad, your innovative methodology in transforming simple yard work into Olympic-level training sessions demonstrates exceptional athletic development skills!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,586
"Mom, through valleys deep and mountains high, your love remains our guiding light. Each challenge met with grace divine, shows strength that makes our spirits shine. Your wisdom shared with gentle care, makes every burden easier to bear.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,587
"Wife, your remarkable talent for discovering new house projects exactly one minute after I sit down deserves project management certification!",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,588
"Husband, your professional expertise in remote control optimization while maintaining strategic snack reserves shows exceptional resource management.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,589
"Boyfriend, like stars that guide through darkest night, your love makes every moment bright. Through storms that rage and winds that blow, your strength helps both our hearts to grow. Your spirit bold, your vision clear, brings courage when the path's unclear.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,590
"Girlfriend, your innovative approach to Netflix selection through complex algorithmic mood analysis deserves scientific recognition!",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,591
"Son, your professional dedication to maintaining optimal gaming posture while appearing to study shows remarkable multitasking abilities.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,592
"Daughter, through laughter's light and wisdom's way, you brighten every passing day. Each dream you chase with spirit strong, proves right what we've known all along. Your heart so pure, your mind so bright, makes every challenge take to flight.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,593
"Grandpa, your innovative technique of turning every family dinner into a historical reenactment deserves a History Channel special!",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,594
"Grandma, your professional expertise in cookie-based emotional manipulation demonstrates exceptional behavioral psychology skills.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,595
"Friend, your remarkable talent for turning mundane coffee breaks into philosophical symposiums shows exceptional intellectual expansion!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,596
"Boss, through meetings long and deadlines tight, your leadership brings wisdom's light. Each challenge met with steady hand, inspires our team to understand. Your guidance clear, your vision strong, helps move our projects right along.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,597
"Best friend, your professional commitment to maintaining comprehensive records of my embarrassing moments shows exceptional archival dedication.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,598
"Dad, your exceptional ability to turn any car repair into a weekend-long engineering symposium deserves academic recognition!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,599
"Mom, your strategic deployment of guilt-inducing sighs while maintaining plausible deniability shows remarkable psychological warfare skills.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,600
"Wife, through seasons sweet and moments rare, your love makes life beyond compare. Each day with you brings something new, a blessing that forever's true. Your heart so kind, your spirit free, makes every moment meant to be.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,601
